"request_time","request_day","number_of_rides","platform","age_range"
"09","07/06/2021","15","ios","25-34"
"09","07/06/2021","21","ios","35-44"
"09","07/06/2021","4","ios","45-54"
"09","07/06/2021","26","ios","Unknown"
"09","07/06/2021","2","web","18-24"
"09","07/06/2021","3","web","25-34"
"09","07/06/2021","6","web","35-44"
"09","07/06/2021","2","web","45-54"
"09","07/06/2021","2","web","Unknown"
"09","07/07/2021","6","android","18-24"
"09","07/07/2021","6","android","25-34"
"09","07/07/2021","20","android","35-44"
"09","07/07/2021","5","android","45-54"
"09","07/07/2021","11","android","Unknown"
"09","07/07/2021","4","ios","18-24"
"09","07/07/2021","21","ios","25-34"
"09","07/07/2021","29","ios","35-44"
"09","07/07/2021","10","ios","45-54"
"09","07/07/2021","31","ios","Unknown"
"09","07/07/2021","3","web","18-24"
"09","07/07/2021","3","web","25-34"
"09","07/07/2021","5","web","35-44"
"09","07/07/2021","7","web","45-54"
"09","07/07/2021","7","web","Unknown"
"09","07/08/2021","4","android","18-24"
"09","07/08/2021","16","android","25-34"
"09","07/08/2021","17","android","35-44"
"09","07/08/2021","9","android","45-54"
"09","07/08/2021","21","android","Unknown"
"09","07/08/2021","8","ios","18-24"
"09","07/08/2021","18","ios","25-34"
"09","07/08/2021","28","ios","35-44"
"09","07/08/2021","11","ios","45-54"
"09","07/08/2021","31","ios","Unknown"
"09","07/08/2021","3","web","18-24"
"09","07/08/2021","2","web","25-34"
"09","07/08/2021","4","web","35-44"
"09","07/08/2021","2","web","45-54"
"09","07/08/2021","5","web","Unknown"
"09","07/09/2021","5","android","18-24"
"09","07/09/2021","10","android","25-34"
"09","07/09/2021","18","android","35-44"
"09","07/09/2021","5","android","45-54"
"09","07/09/2021","17","android","Unknown"
"09","07/09/2021","7","ios","18-24"
"09","07/09/2021","21","ios","25-34"
"09","07/09/2021","34","ios","35-44"
"09","07/09/2021","13","ios","45-54"
"09","07/09/2021","36","ios","Unknown"
"09","07/09/2021","4","web","18-24"
"09","07/09/2021","2","web","25-34"
"09","07/09/2021","6","web","35-44"
"09","07/09/2021","2","web","45-54"
"09","07/09/2021","8","web","Unknown"
"09","07/10/2021","11","android","18-24"
"09","07/10/2021","19","android","25-34"
"09","07/10/2021","19","android","35-44"
"09","07/10/2021","3","android","45-54"
"09","07/10/2021","17","android","Unknown"
"09","07/10/2021","14","ios","18-24"
"09","07/10/2021","13","ios","25-34"
"09","07/10/2021","34","ios","35-44"
"09","07/10/2021","12","ios","45-54"
"09","07/10/2021","42","ios","Unknown"
"09","07/10/2021","5","web","18-24"
"09","07/10/2021","2","web","25-34"
"09","07/10/2021","5","web","35-44"
"09","07/10/2021","2","web","45-54"
"09","07/10/2021","5","web","Unknown"
"09","07/11/2021","11","android","18-24"
"09","07/11/2021","10","android","25-34"
"09","07/11/2021","20","android","35-44"
"09","07/11/2021","9","android","45-54"
"09","07/11/2021","13","android","Unknown"
"09","07/11/2021","18","ios","18-24"
"09","07/11/2021","22","ios","25-34"
"09","07/11/2021","32","ios","35-44"
"09","07/11/2021","14","ios","45-54"
"09","07/11/2021","39","ios","Unknown"
"09","07/11/2021","1","web","18-24"
"09","07/11/2021","3","web","25-34"
"09","07/11/2021","11","web","35-44"
"09","07/11/2021","1","web","45-54"
"09","07/11/2021","9","web","Unknown"
"09","07/12/2021","4","android","18-24"
"09","07/12/2021","14","android","25-34"
"09","07/12/2021","19","android","35-44"
"09","07/12/2021","4","android","45-54"
"09","07/12/2021","18","android","Unknown"
"09","07/12/2021","16","ios","18-24"
"09","07/12/2021","26","ios","25-34"
"09","07/12/2021","42","ios","35-44"
"09","07/12/2021","16","ios","45-54"
"09","07/12/2021","26","ios","Unknown"
"09","07/12/2021","4","web","18-24"
"09","07/12/2021","2","web","25-34"
"09","07/12/2021","7","web","35-44"
"09","07/12/2021","2","web","45-54"
"09","07/12/2021","9","web","Unknown"
"09","08/01/2021","1","android","25-34"
"09","08/01/2021","1","android","45-54"
"09","08/01/2021","1","android","Unknown"
"09","08/01/2021","1","ios","18-24"
"09","08/01/2021","1","ios","25-34"
"09","08/01/2021","2","ios","35-44"
"09","08/01/2021","2","ios","Unknown"
"09","08/01/2021","1","web","25-34"
"09","08/01/2022","7","android","18-24"
"09","08/01/2022","21","android","25-34"
"09","08/01/2022","23","android","35-44"
"09","08/01/2022","3","android","45-54"
"09","08/01/2022","13","android","Unknown"
"09","08/01/2022","9","ios","18-24"
"09","08/01/2022","25","ios","25-34"
"09","08/01/2022","52","ios","35-44"
"09","08/01/2022","13","ios","45-54"
"09","08/01/2022","28","ios","Unknown"
"09","08/01/2022","7","web","25-34"
"09","08/01/2022","3","web","35-44"
"09","08/01/2022","4","web","45-54"
"09","08/01/2022","10","web","Unknown"
"09","08/02/2021","2","android","18-24"
"09","08/02/2021","1","android","25-34"
"09","08/02/2021","5","android","35-44"
"09","08/02/2021","1","android","45-54"
"09","08/02/2021","5","android","Unknown"
"09","08/02/2021","4","ios","18-24"
"09","08/02/2021","9","ios","25-34"
"09","08/02/2021","11","ios","35-44"
"09","08/02/2021","2","ios","45-54"
"09","08/02/2021","6","ios","Unknown"
"09","08/02/2021","1","web","18-24"
"09","08/02/2021","2","web","35-44"
"09","08/02/2021","1","web","45-54"
"09","08/02/2022","3","android","18-24"
"09","08/02/2022","8","android","25-34"
"09","08/02/2022","7","android","35-44"
"09","08/02/2022","8","android","45-54"
"09","08/02/2022","7","android","Unknown"
"09","08/02/2022","11","ios","18-24"
"09","08/02/2022","8","ios","25-34"
"09","08/02/2022","21","ios","35-44"
"09","08/02/2022","8","ios","45-54"
"09","08/02/2022","20","ios","Unknown"
"09","08/02/2022","2","web","18-24"
"09","08/02/2022","2","web","25-34"
"09","08/02/2022","3","web","35-44"
"09","08/02/2022","3","web","Unknown"
"09","08/03/2021","4","android","18-24"
"09","08/03/2021","5","android","25-34"
"09","08/03/2021","4","android","35-44"
"09","08/03/2021","2","android","45-54"
"09","08/03/2021","6","android","Unknown"
"09","08/03/2021","7","ios","18-24"
"09","08/03/2021","8","ios","25-34"
"09","08/03/2021","10","ios","35-44"
"09","08/03/2021","3","ios","45-54"
"09","08/03/2021","14","ios","Unknown"
"09","08/03/2021","3","web","18-24"
"09","08/03/2021","4","web","35-44"
"09","08/03/2021","1","web","Unknown"
"09","08/03/2022","1","android","18-24"
"09","08/03/2022","1","android","45-54"
"09","08/03/2022","2","android","Unknown"
"09","08/03/2022","2","ios","25-34"
"09","08/03/2022","10","ios","35-44"
"09","08/03/2022","2","ios","45-54"
"09","08/03/2022","3","ios","Unknown"
"09","08/03/2022","1","web","25-34"
"09","08/03/2022","2","web","45-54"
"09","08/03/2022","1","web","Unknown"
"09","08/04/2021","1","android","18-24"
"09","08/04/2021","6","android","25-34"
"09","08/04/2021","10","android","35-44"
"09","08/04/2021","7","android","45-54"
"09","08/04/2021","12","android","Unknown"
"09","08/04/2021","3","ios","18-24"
"09","08/04/2021","9","ios","25-34"
"09","08/04/2021","18","ios","35-44"
"09","08/04/2021","9","ios","45-54"
"09","08/04/2021","15","ios","Unknown"
"09","08/04/2021","1","web","18-24"
"09","08/04/2021","2","web","25-34"
"09","08/04/2021","1","web","35-44"
"09","08/04/2021","2","web","Unknown"
"09","08/04/2022","1","ios","Unknown"
"09","08/05/2021","5","android","18-24"
"09","08/05/2021","6","android","25-34"
"09","08/05/2021","9","android","35-44"
"09","08/05/2021","5","android","45-54"
"09","08/05/2021","15","android","Unknown"
"09","08/05/2021","6","ios","18-24"
"09","08/05/2021","17","ios","25-34"
"09","08/05/2021","19","ios","35-44"
"09","08/05/2021","4","ios","45-54"
"09","08/05/2021","19","ios","Unknown"
"09","08/05/2021","2","web","18-24"
"09","08/05/2021","3","web","25-34"
"09","08/05/2021","4","web","35-44"
"09","08/05/2021","1","web","45-54"
"09","08/05/2021","2","web","Unknown"
"09","08/06/2021","3","android","18-24"
"09","08/06/2021","5","android","25-34"
"09","08/06/2021","11","android","35-44"
"09","08/06/2021","6","android","45-54"
"09","08/06/2021","9","android","Unknown"
"09","08/06/2021","6","ios","18-24"
"09","08/06/2021","22","ios","25-34"
"09","08/06/2021","30","ios","35-44"
"09","08/06/2021","6","ios","45-54"
"09","08/06/2021","31","ios","Unknown"
"09","08/06/2021","2","web","18-24"
"09","08/06/2021","3","web","25-34"
"09","08/06/2021","1","web","35-44"
"09","08/06/2021","3","web","45-54"
"09","08/06/2021","1","web","Unknown"
"09","08/07/2021","9","android","18-24"
"09","08/07/2021","8","android","25-34"
"09","08/07/2021","11","android","35-44"
"09","08/07/2021","3","android","45-54"
"09","08/07/2021","12","android","Unknown"
"09","08/07/2021","10","ios","18-24"
"09","08/07/2021","26","ios","25-34"
"09","08/07/2021","26","ios","35-44"
"09","08/07/2021","7","ios","45-54"
"09","08/07/2021","31","ios","Unknown"
"09","08/07/2021","3","web","25-34"
"09","08/07/2021","5","web","35-44"
"09","08/07/2021","2","web","45-54"
"09","08/07/2021","4","web","Unknown"
"09","08/08/2021","3","android","18-24"
"09","08/08/2021","4","android","25-34"
"09","08/08/2021","10","android","35-44"
"09","08/08/2021","5","android","45-54"
"09","08/08/2021","14","android","Unknown"
"09","08/08/2021","12","ios","18-24"
"09","08/08/2021","21","ios","25-34"
"09","08/08/2021","16","ios","35-44"
"09","08/08/2021","12","ios","45-54"
"09","08/08/2021","33","ios","Unknown"
"09","08/08/2021","1","web","18-24"
"09","08/08/2021","3","web","25-34"
"09","08/08/2021","3","web","35-44"
"09","08/08/2021","3","web","45-54"
"09","08/08/2021","7","web","Unknown"
"09","08/09/2021","3","android","18-24"
"09","08/09/2021","9","android","25-34"
"09","08/09/2021","12","android","35-44"
"09","08/09/2021","8","android","45-54"
"09","08/09/2021","15","android","Unknown"
"09","08/09/2021","14","ios","18-24"
"09","08/09/2021","25","ios","25-34"
"09","08/09/2021","42","ios","35-44"
"09","08/09/2021","10","ios","45-54"
"09","08/09/2021","37","ios","Unknown"
"09","08/09/2021","2","web","18-24"
"09","08/09/2021","5","web","25-34"
"09","08/09/2021","7","web","35-44"
"09","08/09/2021","1","web","45-54"
"09","08/09/2021","4","web","Unknown"
"09","08/10/2021","8","android","18-24"
"09","08/10/2021","15","android","25-34"
"09","08/10/2021","15","android","35-44"
"09","08/10/2021","2","android","45-54"
"09","08/10/2021","15","android","Unknown"
"09","08/10/2021","8","ios","18-24"
"09","08/10/2021","17","ios","25-34"
"09","08/10/2021","42","ios","35-44"
"09","08/10/2021","18","ios","45-54"
"09","08/10/2021","39","ios","Unknown"
"09","08/10/2021","2","web","18-24"
"09","08/10/2021","3","web","25-34"
"09","08/10/2021","11","web","35-44"
"09","08/10/2021","3","web","45-54"
"09","08/10/2021","5","web","Unknown"
"09","08/11/2021","7","android","18-24"
"09","08/11/2021","14","android","25-34"
"09","08/11/2021","22","android","35-44"
"09","08/11/2021","6","android","45-54"
"09","08/11/2021","25","android","Unknown"
"09","08/11/2021","19","ios","18-24"
"09","08/11/2021","21","ios","25-34"
"09","08/11/2021","36","ios","35-44"
"09","08/11/2021","14","ios","45-54"
"09","08/11/2021","49","ios","Unknown"
"09","08/11/2021","1","web","18-24"
"09","08/11/2021","6","web","25-34"
"09","08/11/2021","9","web","35-44"
"09","08/11/2021","1","web","45-54"
"09","08/11/2021","6","web","Unknown"
"09","08/12/2021","8","android","18-24"
"09","08/12/2021","16","android","25-34"
"09","08/12/2021","20","android","35-44"
"09","08/12/2021","5","android","45-54"
"09","08/12/2021","25","android","Unknown"
"09","08/12/2021","15","ios","18-24"
"09","08/12/2021","26","ios","25-34"
"09","08/12/2021","39","ios","35-44"
"09","08/12/2021","18","ios","45-54"
"09","08/12/2021","50","ios","Unknown"
"09","08/12/2021","1","web","18-24"
"09","08/12/2021","4","web","25-34"
"09","08/12/2021","5","web","35-44"
"09","08/12/2021","2","web","45-54"
"09","08/12/2021","3","web","Unknown"
"09","09/01/2021","1","android","25-34"
"09","09/01/2021","6","android","35-44"
"09","09/01/2021","1","ios","25-34"
"09","09/01/2021","2","ios","35-44"
"09","09/01/2021","1","ios","45-54"
"09","09/01/2022","12","android","18-24"
"09","09/01/2022","13","android","25-34"
"09","09/01/2022","21","android","35-44"
"09","09/01/2022","5","android","45-54"
"09","09/01/2022","23","android","Unknown"
"09","09/01/2022","15","ios","18-24"
"09","09/01/2022","24","ios","25-34"
"09","09/01/2022","45","ios","35-44"
"09","09/01/2022","15","ios","45-54"
"09","09/01/2022","38","ios","Unknown"
"09","09/01/2022","3","web","25-34"
"09","09/01/2022","8","web","35-44"
"09","09/01/2022","1","web","45-54"
"09","09/01/2022","5","web","Unknown"
"09","09/02/2021","6","android","35-44"
"09","09/02/2021","3","android","45-54"
"09","09/02/2021","1","android","Unknown"
"09","09/02/2021","3","ios","18-24"
"09","09/02/2021","8","ios","25-34"
"09","09/02/2021","8","ios","35-44"
"09","09/02/2021","2","ios","45-54"
"09","09/02/2021","13","ios","Unknown"
"09","09/02/2021","1","web","45-54"
"09","09/02/2021","1","web","Unknown"
"09","09/02/2022","3","android","18-24"
"09","09/02/2022","5","android","25-34"
"09","09/02/2022","7","android","35-44"
"09","09/02/2022","2","android","45-54"
"09","09/02/2022","12","android","Unknown"
"09","09/02/2022","4","ios","18-24"
"09","09/02/2022","14","ios","25-34"
"09","09/02/2022","16","ios","35-44"
"09","09/02/2022","6","ios","45-54"
"09","09/02/2022","18","ios","Unknown"
"09","09/02/2022","1","web","18-24"
"09","09/02/2022","2","web","25-34"
"09","09/02/2022","5","web","35-44"
"09","09/02/2022","1","web","Unknown"
"09","09/03/2021","3","android","18-24"
"09","09/03/2021","2","android","25-34"
"09","09/03/2021","4","android","35-44"
"09","09/03/2021","4","android","45-54"
"09","09/03/2021","1","android","Unknown"
"09","09/03/2021","3","ios","18-24"
"09","09/03/2021","12","ios","25-34"
"09","09/03/2021","7","ios","35-44"
"09","09/03/2021","5","ios","45-54"
"09","09/03/2021","14","ios","Unknown"
"09","09/03/2021","3","web","18-24"
"09","09/03/2021","1","web","25-34"
"09","09/03/2021","3","web","35-44"
"09","09/03/2021","4","web","Unknown"
"09","09/03/2022","1","android","25-34"
"09","09/03/2022","3","android","35-44"
"09","09/03/2022","1","android","45-54"
"09","09/03/2022","2","android","Unknown"
"09","09/03/2022","1","ios","18-24"
"09","09/03/2022","4","ios","25-34"
"09","09/03/2022","5","ios","35-44"
"09","09/03/2022","1","ios","45-54"
"09","09/03/2022","4","ios","Unknown"
"09","09/03/2022","1","web","25-34"
"09","09/04/2021","2","android","18-24"
"09","09/04/2021","2","android","25-34"
"09","09/04/2021","14","android","35-44"
"09","09/04/2021","5","android","45-54"
"09","09/04/2021","8","android","Unknown"
"09","09/04/2021","5","ios","18-24"
"09","09/04/2021","11","ios","25-34"
"09","09/04/2021","15","ios","35-44"
"09","09/04/2021","7","ios","45-54"
"09","09/04/2021","16","ios","Unknown"
"09","09/04/2021","2","web","18-24"
"09","09/04/2021","5","web","25-34"
"09","09/04/2021","4","web","35-44"
"09","09/04/2021","1","web","45-54"
"09","09/04/2021","2","web","Unknown"
"09","09/05/2021","5","android","18-24"
"09","09/05/2021","6","android","25-34"
"09","09/05/2021","12","android","35-44"
"09","09/05/2021","1","android","45-54"
"09","09/05/2021","6","android","Unknown"
"09","09/05/2021","3","ios","18-24"
"09","09/05/2021","12","ios","25-34"
"09","09/05/2021","23","ios","35-44"
"09","09/05/2021","6","ios","45-54"
"09","09/05/2021","20","ios","Unknown"
"09","09/05/2021","1","web","18-24"
"09","09/05/2021","2","web","25-34"
"09","09/05/2021","2","web","35-44"
"09","09/05/2021","4","web","45-54"
"09","09/05/2021","2","web","Unknown"
"09","09/06/2021","1","android","18-24"
"09","09/06/2021","7","android","25-34"
"09","09/06/2021","12","android","35-44"
"09","09/06/2021","5","android","45-54"
"09","09/06/2021","10","android","Unknown"
"09","09/06/2021","9","ios","18-24"
"09","09/06/2021","13","ios","25-34"
"09","09/06/2021","24","ios","35-44"
"09","09/06/2021","11","ios","45-54"
"09","09/06/2021","23","ios","Unknown"
"09","09/06/2021","1","web","18-24"
"09","09/06/2021","1","web","25-34"
"09","09/06/2021","2","web","35-44"
"09","09/06/2021","3","web","45-54"
"09","09/07/2021","3","android","18-24"
"09","09/07/2021","6","android","25-34"
"09","09/07/2021","12","android","35-44"
"09","09/07/2021","2","android","45-54"
"09","09/07/2021","9","android","Unknown"
"09","09/07/2021","20","ios","18-24"
"09","09/07/2021","16","ios","25-34"
"09","09/07/2021","20","ios","35-44"
"09","09/07/2021","14","ios","45-54"
"09","09/07/2021","21","ios","Unknown"
"09","09/07/2021","2","web","18-24"
"09","09/07/2021","6","web","25-34"
"09","09/07/2021","2","web","35-44"
"09","09/07/2021","2","web","45-54"
"09","09/07/2021","7","web","Unknown"
"09","09/08/2021","3","android","18-24"
"09","09/08/2021","12","android","25-34"
"09","09/08/2021","12","android","35-44"
"09","09/08/2021","4","android","45-54"
"09","09/08/2021","16","android","Unknown"
"09","09/08/2021","9","ios","18-24"
"09","09/08/2021","21","ios","25-34"
"09","09/08/2021","25","ios","35-44"
"09","09/08/2021","9","ios","45-54"
"09","09/08/2021","22","ios","Unknown"
"09","09/08/2021","1","web","18-24"
"09","09/08/2021","4","web","25-34"
"09","09/08/2021","3","web","35-44"
"09","09/08/2021","1","web","45-54"
"09","09/08/2021","7","web","Unknown"
"09","09/09/2021","3","android","18-24"
"09","09/09/2021","14","android","25-34"
"09","09/09/2021","19","android","35-44"
"09","09/09/2021","2","android","45-54"
"09","09/09/2021","19","android","Unknown"
"09","09/09/2021","13","ios","18-24"
"09","09/09/2021","21","ios","25-34"
"09","09/09/2021","23","ios","35-44"
"09","09/09/2021","13","ios","45-54"
"09","09/09/2021","41","ios","Unknown"
"09","09/09/2021","2","web","18-24"
"09","09/09/2021","2","web","25-34"
"09","09/09/2021","2","web","35-44"
"09","09/09/2021","1","web","45-54"
"09","09/09/2021","6","web","Unknown"
"09","09/10/2021","7","android","18-24"
"09","09/10/2021","15","android","25-34"
"09","09/10/2021","16","android","35-44"
"09","09/10/2021","7","android","45-54"
"09","09/10/2021","17","android","Unknown"
"09","09/10/2021","8","ios","18-24"
"09","09/10/2021","21","ios","25-34"
"09","09/10/2021","41","ios","35-44"
"09","09/10/2021","10","ios","45-54"
"09","09/10/2021","40","ios","Unknown"
"09","09/10/2021","4","web","18-24"
"09","09/10/2021","3","web","25-34"
"09","09/10/2021","11","web","35-44"
"09","09/10/2021","6","web","Unknown"
"09","09/11/2021","6","android","18-24"
"09","09/11/2021","7","android","25-34"
"09","09/11/2021","12","android","35-44"
"09","09/11/2021","9","android","45-54"
"09","09/11/2021","25","android","Unknown"
"09","09/11/2021","10","ios","18-24"
"09","09/11/2021","34","ios","25-34"
"09","09/11/2021","45","ios","35-44"
"09","09/11/2021","15","ios","45-54"
"09","09/11/2021","44","ios","Unknown"
"09","09/11/2021","2","web","18-24"
"09","09/11/2021","3","web","25-34"
"09","09/11/2021","9","web","35-44"
"09","09/11/2021","2","web","45-54"
"09","09/11/2021","10","web","Unknown"
"09","09/12/2021","3","android","18-24"
"09","09/12/2021","11","android","25-34"
"09","09/12/2021","26","android","35-44"
"09","09/12/2021","4","android","45-54"
"09","09/12/2021","21","android","Unknown"
"09","09/12/2021","15","ios","18-24"
"09","09/12/2021","30","ios","25-34"
"09","09/12/2021","46","ios","35-44"
"09","09/12/2021","22","ios","45-54"
"09","09/12/2021","38","ios","Unknown"
"09","09/12/2021","3","web","18-24"
"09","09/12/2021","3","web","25-34"
"09","09/12/2021","9","web","35-44"
"09","09/12/2021","4","web","45-54"
"09","09/12/2021","11","web","Unknown"
"09","10/01/2021","1","android","18-24"
"09","10/01/2021","1","android","35-44"
"09","10/01/2021","1","android","Unknown"
"09","10/01/2021","2","ios","18-24"
"09","10/01/2021","1","ios","35-44"
"09","10/01/2021","1","ios","Unknown"
"09","10/01/2021","1","web","18-24"
"09","10/01/2022","3","android","18-24"
"09","10/01/2022","12","android","25-34"
"09","10/01/2022","30","android","35-44"
"09","10/01/2022","3","android","45-54"
"09","10/01/2022","18","android","Unknown"
"09","10/01/2022","13","ios","18-24"
"09","10/01/2022","25","ios","25-34"
"09","10/01/2022","44","ios","35-44"
"09","10/01/2022","17","ios","45-54"
"09","10/01/2022","36","ios","Unknown"
"09","10/01/2022","2","web","18-24"
"09","10/01/2022","4","web","25-34"
"09","10/01/2022","3","web","35-44"
"09","10/01/2022","2","web","45-54"
"09","10/01/2022","5","web","Unknown"
"09","10/02/2021","2","android","18-24"
"09","10/02/2021","3","android","25-34"
"09","10/02/2021","3","android","35-44"
"09","10/02/2021","3","android","Unknown"
"09","10/02/2021","3","ios","18-24"
"09","10/02/2021","3","ios","25-34"
"09","10/02/2021","10","ios","35-44"
"09","10/02/2021","7","ios","Unknown"
"09","10/02/2021","1","web","18-24"
"09","10/02/2021","3","web","35-44"
"09","10/02/2021","1","web","Unknown"
"09","10/02/2022","5","android","18-24"
"09","10/02/2022","4","android","25-34"
"09","10/02/2022","10","android","35-44"
"09","10/02/2022","2","android","45-54"
"09","10/02/2022","5","android","Unknown"
"09","10/02/2022","6","ios","18-24"
"09","10/02/2022","7","ios","25-34"
"09","10/02/2022","19","ios","35-44"
"09","10/02/2022","8","ios","45-54"
"09","10/02/2022","19","ios","Unknown"
"09","10/02/2022","2","web","18-24"
"09","10/02/2022","3","web","25-34"
"09","10/02/2022","4","web","35-44"
"09","10/02/2022","2","web","Unknown"
"09","10/03/2021","2","android","18-24"
"09","10/03/2021","6","android","25-34"
"09","10/03/2021","9","android","35-44"
"09","10/03/2021","1","android","45-54"
"09","10/03/2021","5","android","Unknown"
"09","10/03/2021","2","ios","18-24"
"09","10/03/2021","8","ios","25-34"
"09","10/03/2021","15","ios","35-44"
"09","10/03/2021","1","ios","45-54"
"09","10/03/2021","11","ios","Unknown"
"09","10/03/2021","4","web","18-24"
"09","10/03/2021","1","web","25-34"
"09","10/03/2021","3","web","35-44"
"09","10/03/2021","2","web","Unknown"
"09","10/03/2022","1","android","18-24"
"09","10/03/2022","1","android","25-34"
"09","10/03/2022","2","android","35-44"
"09","10/03/2022","4","android","Unknown"
"09","10/03/2022","1","ios","18-24"
"09","10/03/2022","2","ios","25-34"
"09","10/03/2022","5","ios","35-44"
"09","10/03/2022","2","ios","45-54"
"09","10/03/2022","4","ios","Unknown"
"09","10/03/2022","1","web","45-54"
"09","10/04/2021","2","android","18-24"
"09","10/04/2021","7","android","25-34"
"09","10/04/2021","11","android","35-44"
"09","10/04/2021","5","android","45-54"
"09","10/04/2021","5","android","Unknown"
"09","10/04/2021","6","ios","25-34"
"09","10/04/2021","12","ios","35-44"
"09","10/04/2021","7","ios","45-54"
"09","10/04/2021","13","ios","Unknown"
"09","10/04/2021","2","web","25-34"
"09","10/04/2021","1","web","35-44"
"09","10/04/2021","4","web","Unknown"
"09","10/05/2021","4","android","18-24"
"09","10/05/2021","3","android","25-34"
"09","10/05/2021","13","android","35-44"
"09","10/05/2021","3","android","45-54"
"09","10/05/2021","6","android","Unknown"
"09","10/05/2021","5","ios","18-24"
"09","10/05/2021","11","ios","25-34"
"09","10/05/2021","13","ios","35-44"
"09","10/05/2021","7","ios","45-54"
"09","10/05/2021","21","ios","Unknown"
"09","10/05/2021","1","web","25-34"
"09","10/05/2021","2","web","35-44"
"09","10/05/2021","1","web","45-54"
"09","10/05/2021","3","web","Unknown"
"09","10/06/2021","6","android","18-24"
"09","10/06/2021","5","android","25-34"
"09","10/06/2021","13","android","35-44"
"09","10/06/2021","4","android","45-54"
"09","10/06/2021","12","android","Unknown"
"09","10/06/2021","5","ios","18-24"
"09","10/06/2021","20","ios","25-34"
"09","10/06/2021","20","ios","35-44"
"09","10/06/2021","5","ios","45-54"
"09","10/06/2021","22","ios","Unknown"
"09","10/06/2021","3","web","18-24"
"09","10/06/2021","6","web","25-34"
"09","10/06/2021","3","web","35-44"
"09","10/06/2021","1","web","45-54"
"09","10/06/2021","4","web","Unknown"
"09","10/07/2021","6","android","18-24"
"09","10/07/2021","8","android","25-34"
"09","10/07/2021","12","android","35-44"
"09","10/07/2021","1","android","45-54"
"09","10/07/2021","9","android","Unknown"
"09","10/07/2021","9","ios","18-24"
"09","10/07/2021","17","ios","25-34"
"09","10/07/2021","21","ios","35-44"
"09","10/07/2021","8","ios","45-54"
"09","10/07/2021","26","ios","Unknown"
"09","10/07/2021","1","web","18-24"
"09","10/07/2021","5","web","25-34"
"09","10/07/2021","4","web","35-44"
"09","10/07/2021","1","web","45-54"
"09","10/07/2021","4","web","Unknown"
"09","10/08/2021","5","android","18-24"
"09","10/08/2021","13","android","25-34"
"09","10/08/2021","14","android","35-44"
"09","10/08/2021","4","android","45-54"
"09","10/08/2021","16","android","Unknown"
"09","10/08/2021","10","ios","18-24"
"09","10/08/2021","29","ios","25-34"
"09","10/08/2021","27","ios","35-44"
"09","10/08/2021","17","ios","45-54"
"09","10/08/2021","33","ios","Unknown"
"09","10/08/2021","1","web","25-34"
"09","10/08/2021","4","web","35-44"
"09","10/08/2021","7","web","Unknown"
"09","10/09/2021","4","android","18-24"
"09","10/09/2021","6","android","25-34"
"09","10/09/2021","15","android","35-44"
"09","10/09/2021","5","android","45-54"
"09","10/09/2021","16","android","Unknown"
"09","10/09/2021","14","ios","18-24"
"09","10/09/2021","25","ios","25-34"
"09","10/09/2021","39","ios","35-44"
"09","10/09/2021","6","ios","45-54"
"09","10/09/2021","40","ios","Unknown"
"09","10/09/2021","1","web","18-24"
"09","10/09/2021","3","web","25-34"
"09","10/09/2021","5","web","35-44"
"09","10/09/2021","6","web","Unknown"
"09","10/10/2021","8","android","18-24"
"09","10/10/2021","11","android","25-34"
"09","10/10/2021","21","android","35-44"
"09","10/10/2021","5","android","45-54"
"09","10/10/2021","22","android","Unknown"
"09","10/10/2021","13","ios","18-24"
"09","10/10/2021","26","ios","25-34"
"09","10/10/2021","33","ios","35-44"
"09","10/10/2021","12","ios","45-54"
"09","10/10/2021","47","ios","Unknown"
"09","10/10/2021","1","web","18-24"
"09","10/10/2021","5","web","25-34"
"09","10/10/2021","9","web","35-44"
"09","10/10/2021","1","web","45-54"
"09","10/10/2021","9","web","Unknown"
"09","10/11/2021","5","android","18-24"
"09","10/11/2021","16","android","25-34"
"09","10/11/2021","21","android","35-44"
"09","10/11/2021","8","android","45-54"
"09","10/11/2021","25","android","Unknown"
"09","10/11/2021","10","ios","18-24"
"09","10/11/2021","27","ios","25-34"
"09","10/11/2021","38","ios","35-44"
"09","10/11/2021","9","ios","45-54"
"09","10/11/2021","31","ios","Unknown"
"09","10/11/2021","4","web","18-24"
"09","10/11/2021","1","web","25-34"
"09","10/11/2021","9","web","35-44"
"09","10/11/2021","8","web","Unknown"
"09","10/12/2021","3","android","18-24"
"09","10/12/2021","16","android","25-34"
"09","10/12/2021","22","android","35-44"
"09","10/12/2021","6","android","45-54"
"09","10/12/2021","22","android","Unknown"
"09","10/12/2021","15","ios","18-24"
"09","10/12/2021","30","ios","25-34"
"09","10/12/2021","48","ios","35-44"
"09","10/12/2021","17","ios","45-54"
"09","10/12/2021","38","ios","Unknown"
"09","10/12/2021","1","web","18-24"
"09","10/12/2021","3","web","25-34"
"09","10/12/2021","7","web","35-44"
"09","10/12/2021","3","web","45-54"
"09","10/12/2021","4","web","Unknown"
"09","11/01/2021","2","android","35-44"
"09","11/01/2021","2","android","Unknown"
"09","11/01/2021","1","ios","18-24"
"09","11/01/2021","2","ios","25-34"
"09","11/01/2021","2","ios","35-44"
"09","11/01/2021","1","ios","Unknown"
"09","11/01/2022","9","android","18-24"
"09","11/01/2022","12","android","25-34"
"09","11/01/2022","23","android","35-44"
"09","11/01/2022","8","android","45-54"
"09","11/01/2022","24","android","Unknown"
